College_ID,College_Name,University_Name,State,City,College_Type,Establishment_Year,NAAC_Grade,NIRF_Rank,Total_Students,Total_Faculty,Student_Faculty_Ratio,UG_Courses,PG_Courses,Placement_Percentage,Average_Package_LPA,Highest_Package_LPA,Internship_Percentage,Research_Publications,Annual_Fees_INR,Graduation_Rate,Academic_Year
CLG00866,Sardar Patel Institute of Higher Education,Aligarh Muslim University,Gujarat,Surat,Private,1965,B,128.0,3179,167.0,19.04,"B.Tech, B.Sc, BA, BBA","M.Com, LLM",37.4,18.0,21.99,77.1,8.0,186995.0,71.2,2024-25
CLG00521,"Kirori Mal College of Arts, Science and Commerce",Mahatma Gandhi University,Andhra Pradesh,Vijayawada,Private,1957,B+,327.0,3841,432.0,8.89,BBA,"M.Arch, MA",81.4,5.46,8.6,43.7,15.0,249015.0,94.5,2023-24
CLG01004,Indian Institute of Technology Delhi,VTU,Andhra Pradesh,Visakhapatnam,Autonomous,1952,A+,265.0,1663,114.0,14.59,"B.Arch, B.Sc, B.Tech, LLB",Not Available,53.9,8.68,16.92,60.0,56.0,134608.0,81.4,2022-23
CLG00381,DAV School of Business Management,Jadavpur University,Goa,Panaji,Private,1984,A+,408.0,2376,139.0,17.09,"BA, BCA, B.Arch, B.Tech","LLM, MBA",79.4,3.73,27.04,40.5,2.0,257125.0,64.5,2023-24
CLG01435,Thapar College of Engineering and Technology,Jawaharlal Nehru University,Uttarakhand,Haldwani,Government,1983,B,322.0,4102,263.0,15.6,"B.Sc, BA, B.Arch, B.Pharm","M.Tech, M.Sc, M.Pharm, M.Arch",58.4,11.35,30.45,82.9,23.0,95362.0,100.0,2024-25
CLG01394,Thapar Government Polytechnic College,VIT University,Jammu And Kashmir,Srinagar,Private,2001,B++,105.0,4513,280.0,16.12,B.Arch,MCA,67.0,5.69,14.54,48.8,25.0,147769.0,73.0,2022-23
CLG01425,Maharaja Polytechnic Institute,Dr. APJ Abdul Kalam Technical University,Tamil Nadu,Trichy,Autonomous,2024,B+,241.0,4009,407.0,9.85,"B.Arch, BCA, LLB","M.Arch, MBA, M.Tech",100.0,3.11,17.96,69.7,25.0,122723.0,90.3,2024-25
CLG00428,Netaji Subhas Institute of Engineering and Technology,Jadavpur University,West Bengal,Durgapur,Government,1989,B+,61.0,3381,178.0,18.99,BA,"M.Tech, MA, M.Arch, M.Pharm",59.6,6.23,18.18,100.0,25.0,20624.0,65.2,2024-25
CLG00079,Ram Lal Anand Medical College,Anna University,Haryana,Chandigarh,Government,1977,A,390.0,2954,181.0,16.32,"B.Com, LLB",Not Available,69.0,8.43,10.59,68.4,124.0,140439.0,64.5,2022-23
CLG01010,Symbiosis Institute of Applied Sciences,Visvesvaraya Technological University,Uttarakhand,Dehradun,Private,1997,C,217.0,4129,372.0,11.1,"B.Sc, B.Pharm, BA, B.Tech",M.Com,39.9,15.95,17.56,65.6,23.0,262063.0,92.5,2022-23
CLG01800,Symbiosis Government Engineering College,Utkal University,Karnataka,Mysuru,Government,1993,A++,384.0,4128,342.0,12.07,"B.Arch, BCA, B.Com, BBA, BA",Not Available,63.3,15.12,29.61,66.1,73.0,93046.0,85.8,2024-25
CLG00608,Vellore Institute of Information Technology,Dr. APJ Abdul Kalam Technical University,Uttar Pradesh,Noida,Deemed,1963,A++,257.0,3387,286.0,11.84,"B.Arch, B.Pharm, B.Com",M.Tech,33.7,9.23,23.3,71.0,17.0,206961.0,67.6,2022-23
CLG01633,National Institute of Technology Allahabad,Visvesvaraya Technological University,Goa,Panaji,Private,2016,B+,191.0,1661,155.0,10.72,"B.Com, B.Pharm, B.Arch","M.Tech, LLM, M.Sc",46.0,6.06,9.74,56.8,26.0,271996.0,85.1,2022-23
CLG01668,Ashoka College of Engineering,Bangalore University,Maharashtra,Nashik,Private,2016,B+,40.0,4151,380.0,10.92,"BA, B.Arch, B.Com, B.Pharm",M.Com,69.7,5.32,10.63,28.6,39.0,197945.0,67.1,2022-23
CLG01058,Fergusson Institute of Engineering and Technology,Visvesvaraya Technological University,Maharashtra,Mumbai,Private,1970,C,476.0,940,42.0,22.38,LLB,"M.Com, MA",100.0,3.01,4.71,100.0,67.0,146523.0,69.3,2023-24
CLG01441,Maharaja Institute of Applied Sciences,Guwahati University,Uttar Pradesh,Varanasi,Private,2013,B++,10.0,2765,159.0,17.39,"LLB, BCA",Not Available,73.0,9.89,18.66,43.4,22.0,266899.0,70.0,2024-25
CLG01515,National Institute of Technology Surathkal,Anna University,Odisha,Cuttack,Private,1960,A,225.0,3255,233.0,13.97,"B.Sc, LLB, B.Com",MA,54.4,8.18,18.28,32.9,6.0,379323.0,100.0,2022-23
CLG01092,Rajiv Gandhi Institute of Management Studies,Dr. APJ Abdul Kalam Technical University,Uttarakhand,Haldwani,Private,1990,A,381.0,3895,434.0,8.97,"BCA, BA, B.Tech",Not Available,46.9,12.31,24.77,85.0,23.0,290050.0,84.1,2022-23
CLG01561,National Institute of Technology Patna,Ranchi University,Himachal Pradesh,Mandi,Government,2013,B,248.0,4295,212.0,20.26,"BBA, B.Sc","MCA, M.Tech",70.1,7.91,17.5,80.6,2.0,103945.0,71.7,2024-25
CLG01102,Shiv Nadar College of Engineering,Manipal Academy of Higher Education,Madhya Pradesh,Indore,Government,2007,A,240.0,2082,155.0,13.43,"B.Com, BCA",Not Available,72.2,14.25,25.25,73.4,15.0,24535.0,70.7,2023-24
CLG01130,Maharaja School of Business Management,Rajasthan Technical University,Himachal Pradesh,Chandigarh,Private,2004,B,272.0,3839,212.0,18.11,"BCA, LLB","LLM, MCA",100.0,8.52,23.82,61.1,9.0,425921.0,74.6,2022-23
CLG01236,Dr. Ambedkar College of Engineering,JNTU Hyderabad,Gujarat,Rajkot,Government,2004,B,436.0,3769,319.0,11.82,BA,M.Arch,69.1,6.81,11.87,23.0,6.0,57506.0,93.2,2022-23
CLG01616,Lady Shri Ram Government Engineering College,Sharda University,Maharashtra,Pune,Government,1966,A,247.0,5101,601.0,8.49,BCA,"LLM, M.Pharm",49.4,4.17,11.36,64.2,12.0,88893.0,92.4,2022-23
CLG00959,Loyola Institute of Management and Research,Mahatma Gandhi University,Uttar Pradesh,Kanpur,Autonomous,2017,B,459.0,2472,251.0,9.85,"BBA, B.Com, B.Arch",Not Available,84.4,10.0,24.89,61.9,63.0,62214.0,94.0,2022-23
CLG00560,Symbiosis Medical College,Guwahati University,Madhya Pradesh,Jabalpur,Government,1997,B,257.0,4723,368.0,12.83,"BBA, B.Arch, BCA","M.Tech, LLM, M.Pharm",60.2,5.78,10.05,42.3,10.0,11189.0,100.0,2022-23
CLG00847,Sardar Patel Government Polytechnic College,Amity University,Goa,Panaji,Autonomous,1954,B++,198.0,2775,246.0,11.28,B.Tech,Not Available,57.2,5.73,20.26,57.4,14.0,525602.0,87.7,2023-24
CLG00691,Christ Law College,University of Mumbai,Punjab,Chandigarh,Government,2018,C,273.0,2006,87.0,23.06,B.Pharm,MA,44.2,7.86,17.83,91.4,23.0,88739.0,88.0,2023-24
CLG01520,Bhavan's Institute of Information Technology,Rajasthan Technical University,Goa,Panaji,Deemed,1967,B++,247.0,5294,212.0,24.97,"BCA, B.Tech, BBA, LLB, B.Arch",Not Available,59.0,6.58,11.4,75.0,13.0,110252.0,88.4,2024-25
CLG01769,National Institute of Technology Nagpur,Calcutta University,Punjab,Amritsar,Deemed,2019,A,107.0,3497,215.0,16.27,"B.Pharm, BCA, B.Arch, BA, LLB","M.Sc, MA, M.Tech, LLM",62.5,6.45,8.76,69.9,13.0,207002.0,80.0,2023-24
CLG01705,Indian Institute of Technology Jodhpur,Chandigarh University,Rajasthan,Kota,Autonomous,2023,C,323.0,1843,202.0,9.12,"LLB, BA, B.Tech, B.Sc","M.Com, MCA",82.0,5.89,15.05,66.5,33.0,131850.0,97.2,2022-23
CLG00437,Vivekananda Law College,Jadavpur University,Himachal Pradesh,Mandi,Government,1953,C,415.0,2562,131.0,19.56,BCA,"MCA, M.Arch, M.Sc",52.4,4.93,22.29,82.7,14.0,51172.0,96.3,2024-25
CLG00491,Presidency School of Business Management,Kurukshetra University,West Bengal,Durgapur,Private,1963,B++,364.0,5222,614.0,8.5,"B.Arch, BBA, B.Sc","M.Sc, M.Com, MBA",47.4,7.56,25.79,54.8,0.0,255586.0,76.3,2024-25
CLG01681,Dr. Ambedkar Institute of Management and Research,Rajasthan Technical University,Bihar,Gaya,Private,1963,A+,197.0,3445,430.0,8.01,"BCA, B.Pharm, B.Tech, B.Arch, B.Com",M.Com,41.9,4.45,16.79,36.9,10.0,313491.0,86.7,2022-23
CLG01388,National Institute of Technology Patna,Banaras Hindu University,Haryana,Hisar,Autonomous,1960,B++,71.0,6751,434.0,15.56,BA,"M.Sc, MBA, M.Pharm, M.Arch",89.8,3.36,12.83,66.9,12.0,90815.0,73.4,2022-23
CLG00070,Netaji Subhas Institute of Management and Research,Banaras Hindu University,Telangana,Hyderabad,Private,1964,A,345.0,4442,245.0,18.13,"BBA, B.Tech, B.Sc, BA, LLB",Not Available,92.9,5.47,11.88,34.9,5.0,10000.0,79.3,2022-23
CLG01573,National Institute of Technology Kurukshetra,Dr. APJ Abdul Kalam Technical University,Chandigarh,Chandigarh,Autonomous,2009,Not Accredited,21.0,3950,193.0,20.47,B.Arch,"M.Arch, M.Sc, MBA",82.1,13.02,26.19,81.2,20.0,134800.0,87.4,2022-23
CLG00809,Indian Institute of Technology Gandhinagar,Dr. APJ Abdul Kalam Technical University,Kerala,Kozhikode,Autonomous,1967,A+,80.0,5670,598.0,9.48,"BA, B.Pharm","MCA, MBA, MA, M.Tech",58.1,4.11,7.68,62.4,5.0,94545.0,72.3,2024-25
CLG01185,"Maharaja College of Arts, Science and Commerce",Rajasthan Technical University,Uttar Pradesh,Kanpur,Private,1984,C,247.0,4002,449.0,8.91,"B.Arch, B.Com, B.Tech, B.Sc",Not Available,100.0,11.47,16.01,56.3,30.0,225727.0,92.0,2024-25
CLG00012,Indian Institute of Technology Madras,Jawaharlal Nehru University,Kerala,Kozhikode,Private,1963,A,95.0,3066,179.0,17.13,"B.Arch, B.Com",M.Sc,78.2,7.04,29.96,68.5,107.0,58122.0,79.7,2023-24
CLG00145,Lady Shri Ram Government Polytechnic College,Calcutta University,Rajasthan,Jaipur,Government,1968,B+,212.0,4125,227.0,18.17,"B.Arch, LLB, B.Sc, BA, BBA",LLM,57.6,7.32,15.78,58.3,8.0,41597.0,76.4,2022-23
CLG00918,KIIT Institute of Higher Education,Manipal Academy of Higher Education,Rajasthan,Pune,Autonomous,1987,B+,496.0,2018,92.0,21.93,"BBA, LLB, B.Tech, B.Sc","M.Sc, M.Arch",39.6,10.56,14.92,78.9,16.0,171098.0,82.5,2023-24
CLG01542,Sardar Patel Institute of Pharmacy,Chandigarh University,Rajasthan,Panaji,Private,1971,B++,337.0,2898,120.0,24.15,"B.Com, LLB, BBA, B.Sc, B.Arch",Not Available,100.0,4.93,12.59,58.3,49.0,153732.0,68.7,2024-25
CLG01452,Hindu College of Engineering,JNTU Hyderabad,Jharkhand,Ranchi,Private,2007,A,376.0,4857,297.0,16.35,"BCA, BBA","M.Tech, MA",93.1,6.23,10.85,78.4,30.0,190373.0,62.3,2024-25
CLG00640,Jain Institute of Engineering and Technology,Jadavpur University,Karnataka,Bengaluru,Private,2003,A++,378.0,3411,154.0,22.15,"B.Com, B.Sc, BCA, BBA, BA","MBA, MCA, MA, LLM",78.0,8.09,23.15,100.0,66.0,269433.0,90.9,2024-25
CLG00177,Ramaiah Medical College,Sharda University,Jharkhand,Ranchi,Private,1991,A+,78.0,2534,123.0,20.6,"B.Pharm, BCA, B.Sc, LLB","MCA, MA, LLM, MBA",88.5,6.59,12.38,45.9,17.0,292359.0,71.2,2022-23
CLG00995,National Institute of Technology Bhopal,Lovely Professional University,Rajasthan,Kota,Private,1968,C,430.0,2639,114.0,23.15,B.Com,M.Pharm,81.0,9.69,13.6,66.6,45.0,253106.0,78.1,2023-24
CLG00441,Sardar Patel Institute of Engineering and Technology,Bangalore University,Jammu And Kashmir,Jammu,Private,2016,B,450.0,3436,169.0,20.33,BBA,"M.Pharm, MCA, M.Tech, MA",71.2,9.48,29.69,34.6,14.0,10000.0,70.8,2022-23
CLG00522,Thapar National Institute of Technology,University of Delhi,Maharashtra,Nagpur,Government,2010,A,308.0,2507,258.0,9.72,"BBA, B.Pharm","M.Sc, LLM",62.2,8.66,12.3,57.5,36.0,45104.0,66.2,2024-25
CLG01773,Indian Institute of Technology Madras,Rajasthan Technical University,Punjab,Ludhiana,Government,1962,A+,382.0,4767,250.0,19.07,"B.Tech, B.Com, B.Arch, B.Sc, BA","M.Tech, M.Arch, MCA, MA",54.1,3.84,12.1,12.5,51.0,57026.0,80.9,2023-24
CLG01005,Indian Institute of Technology BHU Varanasi,JNTU Hyderabad,Haryana,Hisar,Deemed,1986,A+,368.0,4803,400.0,12.01,"BBA, BCA, B.Pharm, B.Sc, B.Tech",Not Available,70.4,5.14,10.12,82.3,2.0,133594.0,68.1,2023-24
CLG01256,Indian Institute of Technology Bombay,Osmania University,Bihar,Patna,Private,2017,A+,482.0,3700,245.0,15.1,"BBA, LLB","M.Tech, LLM",64.1,7.49,9.72,50.7,25.0,167158.0,62.7,2023-24
CLG01235,Indian Institute of Technology Bombay,Manipal Academy of Higher Education,Kerala,Thiruvananthapuram,Private,2003,C,26.0,762,212.0,3.59,"B.Com, B.Arch, LLB, B.Sc","M.Tech, LLM",56.7,5.89,24.4,95.0,0.0,323470.0,91.7,2024-25
CLG00144,National Institute of Technology Durgapur,JNTU Hyderabad,Bihar,Patna,Government,2012,B+,325.0,3394,254.0,13.36,"B.Arch, B.Sc, B.Com, LLB","M.Com, MBA, M.Pharm, M.Arch",78.8,7.69,9.47,40.8,28.0,77997.0,80.0,2022-23
CLG00754,St. Stephen's College of Commerce and Economics,Osmania University,Andhra Pradesh,Visakhapatnam,Private,1992,B,222.0,3854,457.0,8.43,"B.Sc, BA, BBA, B.Arch",M.Com,53.1,6.47,13.13,66.1,30.0,156320.0,80.0,2024-25
CLG00520,Amrita College of Commerce and Economics,VTU,Telangana,Hyderabad,Government,1966,B++,138.0,2301,92.0,25.01,"B.Arch, B.Tech",Not Available,70.3,9.44,13.6,74.5,55.0,36846.0,99.3,2022-23
CLG00823,Bhavan's Indian Institute of Technology,Banaras Hindu University,Rajasthan,Warangal,Private,2017,A,8.0,3724,225.0,16.55,"B.Arch, B.Pharm, BBA, B.Sc, B.Com",Not Available,70.2,4.25,12.54,31.6,9.0,521033.0,86.2,2024-25
CLG00613,Kirori Mal School of Business Management,Amity University,Puducherry,Puducherry,Government,1968,A++,118.0,5586,281.0,19.88,"B.Sc, B.Tech, BA, B.Pharm","M.Arch, MBA, LLM, M.Tech",45.6,6.96,10.56,54.6,46.0,85596.0,57.1,2022-23
CLG01506,St. Stephen's Institute of Engineering and Technology,VTU,Telangana,Warangal,Private,1997,B+,325.0,4230,171.0,24.74,"LLB, BCA, B.Tech, B.Com, B.Pharm",Not Available,89.3,5.73,9.82,39.8,25.0,301991.0,67.8,2024-25
CLG01033,National Institute of Technology Durgapur,University of Delhi,Karnataka,Chandigarh,Government,1998,A,64.0,3153,135.0,23.36,"BBA, B.Sc","M.Com, M.Tech",55.7,7.86,19.23,60.1,21.0,73401.0,89.3,2024-25
CLG00157,Presidency Institute of Applied Sciences,Chandigarh University,Tamil Nadu,Coimbatore,Private,1959,B+,498.0,3545,432.0,8.21,"BCA, B.Com, BA","M.Arch, MCA, MBA, M.Pharm",68.3,7.26,12.55,76.7,55.0,280883.0,100.0,2022-23
CLG00540,Symbiosis Institute of Management Studies,Chandigarh University,Puducherry,Puducherry,Private,2004,B++,357.0,4615,15.0,307.67,"B.Sc, B.Pharm, B.Arch, BBA, LLB",Not Available,66.3,7.59,27.48,41.4,88.0,228033.0,70.7,2023-24
CLG01531,Vellore College of Engineering and Technology,University of Mumbai,Delhi,Delhi,Autonomous,1998,Not Accredited,247.0,3258,20.0,162.9,B.Tech,Not Available,100.0,5.31,8.07,55.5,35.0,89173.0,71.5,2024-25
CLG01461,Sardar Patel Polytechnic Institute,Mahatma Gandhi University,Jammu And Kashmir,Srinagar,Autonomous,1977,A,115.0,2384,108.0,22.07,"LLB, B.Tech, B.Com, BBA, B.Arch",Not Available,64.3,7.35,23.81,66.1,19.0,40375.0,66.5,2024-25
CLG01291,National Institute of Technology Raipur,Rajasthan Technical University,Chandigarh,Chandigarh,Autonomous,2001,A++,98.0,2685,191.0,14.06,BCA,Not Available,35.2,6.61,20.22,25.9,134.0,49889.0,80.0,2022-23
CLG00462,Thapar Institute of Technology and Science,Osmania University,Kerala,Thiruvananthapuram,Government,1987,B,33.0,4932,313.0,15.76,"LLB, B.Tech, B.Sc","M.Arch, M.Com, M.Tech",75.8,16.98,24.41,33.4,6.0,10000.0,80.6,2022-23
CLG00577,National Institute of Technology Jamshedpur,Visvesvaraya Technological University,Gujarat,Vadodara,Deemed,2011,A,133.0,2222,105.0,21.16,BCA,MA,70.1,4.17,19.72,54.5,43.0,158113.0,90.5,2024-25
CLG01363,St. Stephen's Law College,JNTU Hyderabad,Jharkhand,Jamshedpur,Deemed,2006,B++,163.0,1474,77.0,19.14,"B.Com, B.Arch","MCA, M.Arch",97.9,11.72,14.39,57.5,16.0,119444.0,88.6,2022-23
CLG00256,National Institute of Technology Durgapur,Andhra University,Haryana,Gurugram,Private,1994,C,491.0,3616,197.0,18.36,"LLB, B.Com, B.Arch, B.Pharm, BCA","M.Pharm, LLM, M.Tech, MA",97.2,5.92,7.88,46.4,9.0,241656.0,62.6,2024-25
CLG00980,National Institute of Technology Raipur,Bangalore University,Jharkhand,Dhanbad,Government,1970,Not Accredited,445.0,3447,300.0,11.49,"B.Sc, BA, LLB, B.Pharm",Not Available,65.4,12.03,17.47,59.3,15.0,91576.0,57.9,2023-24
CLG01186,Fergusson College of Engineering and Technology,VIT University,West Bengal,Siliguri,Government,1972,A++,202.0,4276,222.0,19.26,"BBA, B.Sc, B.Arch","M.Pharm, MA, MBA, M.Arch",58.0,10.99,20.35,70.4,2.0,44552.0,50.0,2022-23
CLG01007,DAV College of Engineering,University of Delhi,Haryana,Kurukshetra,Autonomous,1998,B++,36.0,5651,414.0,13.65,B.Arch,"M.Arch, MBA, M.Tech",38.7,5.51,10.71,57.4,83.0,157006.0,93.3,2022-23
CLG01522,Indian Institute of Technology Gandhinagar,Osmania University,Telangana,Hyderabad,Private,1998,A,246.0,3097,234.0,13.24,"BA, B.Sc","MCA, M.Com, M.Pharm, MA",99.9,9.2,13.88,83.3,1.0,427298.0,88.3,2023-24
CLG00561,Kirori Mal College of Engineering and Technology,Manipal Academy of Higher Education,Punjab,Ludhiana,Autonomous,2005,A,496.0,5378,367.0,14.65,"B.Arch, B.Tech, LLB, BBA, BA","M.Com, M.Arch, LLM",56.0,8.32,18.38,86.8,8.0,92604.0,84.3,2024-25
CLG00209,Indian Institute of Technology Ropar,Ranchi University,West Bengal,Durgapur,Private,1995,B+,439.0,5128,261.0,19.65,"B.Pharm, LLB","M.Pharm, M.Tech, LLM",71.8,8.43,14.27,77.4,86.0,213038.0,78.5,2023-24
CLG00911,Symbiosis Institute of Engineering and Technology,JNTU Hyderabad,Chandigarh,Chandigarh,Private,1969,A,247.0,3359,158.0,21.26,"BBA, B.Tech, B.Arch, B.Pharm, B.Sc",M.Tech,90.9,6.43,18.47,83.6,83.0,270849.0,80.0,2022-23
CLG01312,Thapar Institute of Engineering and Technology,Dr. APJ Abdul Kalam Technical University,Rajasthan,Gwalior,Government,1956,B++,226.0,4675,340.0,13.75,"LLB, B.Com, B.Pharm, BCA",Not Available,84.0,6.68,12.36,71.6,2.0,119047.0,82.1,2022-23
CLG00002,Ashoka Polytechnic Institute,Banaras Hindu University,Delhi,Delhi,Private,1993,A,108.0,2712,111.0,24.43,"B.Sc, LLB, BA",Not Available,59.7,5.25,7.39,53.8,4.0,159197.0,63.1,2023-24
CLG01366,Indian Institute of Technology Jodhpur,University of Mumbai,West Bengal,Siliguri,Deemed,2023,A++,203.0,4726,222.0,21.29,"BBA, B.Tech",Not Available,84.9,10.3,11.82,72.1,24.0,201549.0,87.0,2022-23
CLG00270,Sri Venkateswara Institute of Management Studies,Andhra University,Maharashtra,Nashik,Deemed,2021,A,354.0,4210,257.0,16.38,"B.Com, BCA, LLB, B.Pharm, BA","LLM, M.Com, M.Tech, MBA",53.3,1.07,13.21,84.5,21.0,273476.0,76.6,2022-23
CLG00266,Indian Institute of Technology Kharagpur,Jawaharlal Nehru University,Gujarat,Chandigarh,Government,2010,A,456.0,3506,157.0,22.33,"B.Tech, B.Sc, B.Arch, BCA",Not Available,84.3,7.45,12.88,93.9,9.0,51631.0,76.6,2023-24
CLG00915,Vivekananda Institute of Applied Sciences,Chandigarh University,Maharashtra,Pune,Private,1958,B,132.0,5682,677.0,8.39,"LLB, BBA, B.Tech, B.Sc, BCA",M.Sc,40.5,15.14,23.53,56.3,28.0,354811.0,75.1,2022-23
CLG00231,Miranda House Institute of Higher Education,Rajasthan Technical University,Jharkhand,Dhanbad,Private,1990,Not Accredited,84.0,1609,199.0,8.09,"BA, B.Arch","M.Com, MCA",58.9,6.49,12.65,42.8,49.0,274650.0,64.4,2023-24
CLG01120,Indian Institute of Technology Guwahati,Amity University,Tamil Nadu,Trichy,Private,1986,C,263.0,200,10.0,20.0,"BA, B.Arch, BCA","M.Sc, M.Arch, M.Com, MBA",65.2,8.89,12.5,47.6,13.0,102570.0,67.6,2024-25
CLG01798,National Institute of Technology Srinagar,Mahatma Gandhi University,Rajasthan,Udaipur,Private,2017,B++,166.0,4094,371.0,11.04,B.Com,"M.Arch, M.Tech",48.2,7.92,13.0,73.1,2.0,314960.0,96.3,2022-23
CLG00865,Ram Lal Anand School of Business Management,Bharathiar University,Delhi,Delhi,Private,1974,B++,119.0,2999,332.0,9.03,"B.Arch, BA","MCA, M.Com",85.9,10.43,14.31,59.5,112.0,308502.0,81.2,2023-24
CLG01067,Manipal College of Engineering,VTU,Puducherry,Puducherry,Private,1998,A,452.0,4918,8.0,614.75,"BA, BCA, B.Pharm",Not Available,79.1,6.09,10.03,55.7,32.0,146777.0,81.7,2023-24
CLG00874,National Institute of Technology Rourkela,Manipal Academy of Higher Education,Maharashtra,Nagpur,Private,1980,B+,250.0,2788,234.0,11.91,"B.Tech, B.Sc, LLB, BBA, B.Pharm",Not Available,57.7,9.92,15.3,69.8,24.0,227927.0,64.0,2022-23
CLG01643,Netaji Subhas Institute of Engineering and Technology,Andhra University,Uttarakhand,Haldwani,Private,2017,B++,247.0,2941,122.0,24.11,"B.Sc, BA","MBA, M.Sc, M.Pharm, MCA",70.5,9.75,12.43,2.7,15.0,271549.0,75.3,2023-24
CLG00399,National Institute of Technology Warangal,Dr. APJ Abdul Kalam Technical University,Gujarat,Surat,Deemed,2005,A+,456.0,3067,129.0,23.78,B.Pharm,"M.Pharm, LLM, MA, M.Tech",67.8,9.91,11.47,68.6,29.0,153125.0,83.9,2024-25
CLG01671,Indian Institute of Technology Roorkee,Kurukshetra University,Goa,Panaji,Government,2003,A++,229.0,3999,388.0,10.31,"BCA, B.Tech","MA, M.Tech, MCA, M.Sc",59.6,5.77,12.54,72.5,1.0,52435.0,87.7,2024-25
CLG00046,St. Stephen's Polytechnic Institute,Visvesvaraya Technological University,Tamil Nadu,Chennai,Autonomous,1980,B,157.0,1101,63.0,17.48,"B.Arch, B.Sc, B.Pharm, B.Tech, BA",M.Pharm,45.4,9.19,11.66,90.6,33.0,197557.0,81.4,2024-25
CLG00162,Symbiosis School of Business Management,University of Delhi,Maharashtra,Mumbai,Government,2010,B++,469.0,1211,114.0,10.62,LLB,"MA, MCA, M.Sc",92.7,6.06,32.8125,95.8,24.0,120182.0,99.6,2023-24
CLG00992,Indian Institute of Technology Jodhpur,Dr. APJ Abdul Kalam Technical University,Goa,Margao,Autonomous,1966,A,38.0,3830,350.0,10.94,"BCA, B.Pharm, B.Arch, B.Tech, B.Com","MBA, M.Com, MCA",88.6,15.08,18.94,86.6,7.0,115689.0,66.7,2023-24
CLG00728,Rajiv Gandhi Indian Institute of Technology,Kurukshetra University,Jharkhand,Ranchi,Government,1992,A+,469.0,2418,161.0,15.02,B.Pharm,"MCA, LLM",69.9,4.86,11.67,56.3,37.0,25440.0,81.3,2023-24
CLG00630,KIIT Indian Institute of Technology,Savitribai Phule Pune University,Chhattisgarh,Bilaspur,Deemed,1950,B++,419.0,4696,556.0,8.45,"BBA, B.Arch","M.Com, M.Pharm, LLM, M.Tech",36.3,9.57,13.02,77.9,16.0,206559.0,91.9,2024-25
CLG00289,Indian Institute of Technology Kharagpur,JNTU Hyderabad,Uttar Pradesh,Noida,Private,2017,Not Accredited,218.0,2670,107.0,24.95,"B.Com, BCA",Not Available,82.7,7.97,17.72,23.0,162.0,312550.0,90.6,2024-25
CLG01614,Ashoka Institute of Pharmacy,Guwahati University,Telangana,Hyderabad,Deemed,2015,A+,111.0,3741,306.0,12.23,"BA, BBA, B.Com, B.Sc",M.Tech,60.1,18.0,32.8125,76.0,20.0,109704.0,86.8,2022-23
CLG01784,Vivekananda Institute of Information Technology,University of Delhi,Gujarat,Rajkot,Government,1962,B+,408.0,2424,120.0,20.2,"B.Sc, B.Pharm, BA","LLM, M.Tech, MCA",87.9,8.37,11.05,64.1,13.0,91337.0,65.9,2024-25
CLG00576,Ramaiah Institute of Engineering and Technology,SRM Institute of Science and Technology,Goa,Margao,Government,1971,Not Accredited,296.0,1285,81.0,15.86,"BCA, B.Com","M.Pharm, M.Sc, MBA",78.2,6.81,8.7,71.2,5.0,76030.0,81.1,2024-25
CLG00851,National Institute of Technology Warangal,Bharathiar University,Jharkhand,Dhanbad,Autonomous,1958,B++,447.0,1522,100.0,15.22,"BA, BCA, B.Arch, BBA","MBA, M.Tech",60.0,7.36,16.86,48.3,24.0,118348.0,74.0,2022-23
CLG01340,Bhavan's College of Engineering,Bangalore University,Chhattisgarh,Raipur,Private,2007,B++,305.0,2510,121.0,20.74,"B.Arch, LLB, B.Tech, B.Pharm","M.Arch, MA",70.3,12.31,18.75,48.0,62.0,334968.0,62.6,2023-24
CLG00912,Ram Lal Anand Institute of Management and Research,Sharda University,Kerala,Kochi,Autonomous,1964,C,388.0,2489,170.0,14.64,"B.Sc, LLB","MCA, M.Tech, M.Pharm, M.Arch",96.0,4.32,14.56,30.6,4.0,140519.0,94.6,2023-24
CLG01255,Manipal College of Commerce and Economics,Jadavpur University,Punjab,Chandigarh,Government,2007,B,56.0,4555,283.0,16.1,"B.Com, B.Arch, BCA, LLB, B.Tech",Not Available,86.0,8.8,11.37,74.0,42.0,28302.0,85.9,2022-23
CLG01664,Amrita Institute of Management Studies,Anna University,Goa,Margao,Autonomous,1980,B++,57.0,2226,148.0,15.04,"B.Arch, B.Tech, B.Sc, LLB","MBA, M.Sc, LLM, M.Tech",94.7,3.08,10.41,39.9,22.0,126062.0,86.3,2022-23
CLG00933,Presidency Institute of Engineering and Technology,Savitribai Phule Pune University,Karnataka,Mangaluru,Government,1989,A+,148.0,3351,213.0,15.73,"BCA, BA, B.Tech",MCA,65.1,3.58,9.77,77.4,43.0,48734.0,96.2,2024-25
CLG01101,KIIT Indian Institute of Technology,Lovely Professional University,Uttarakhand,Haldwani,Private,2014,B,34.0,1212,65.0,18.65,"BA, B.Pharm, LLB",M.Arch,67.6,5.38,7.07,70.4,95.0,309579.0,66.4,2023-24
CLG01658,Sardar Patel Government Engineering College,Gujarat Technological University,Uttar Pradesh,Lucknow,Deemed,2017,B+,447.0,3674,354.0,10.38,"BA, B.Sc, BBA, BCA","M.Sc, M.Pharm",83.4,10.51,32.8125,77.2,36.0,181622.0,72.0,2023-24
